title,genre,release_year
"Good Men, Good Women",drama,1995
Grumpier Old Men,comedy,1995
Hackers,thriller,1995
Halloween: The Curse of Michael Myers,horror,1995
Harrison Bergeron,drama,1995
Hathkadi,action,1995
Haunted,horror,1995
Heavy,drama,1995
Heavyweights,comedy,1995
Here Come The Munsters,comedy,1995
Hideaway,comedy,1995
Higher Learning,drama,1995
Home for the Holidays,comedy,1995
Houseguest,comedy,1995
ID,drama,1995
In the Mouth of Madness,horror,1995
Iron Eagle IV,action,1995
Iron Monkey 2,action,1995
It Takes Two,comedy,1995
Jack-O,horror,1995
Jade,thriller,1995
Jefferson in Paris,"drama, biography",1995
Jeffrey,drama,1995
Joseph,drama,1995
Jury Duty,comedy,1995
Kalyug Ke Avtaar,"action, romance",1995
Kids,drama,1995
Last of the Dogmen,adventure,1995
Leaving Las Vegas,drama,1995
Life 101,comedy,1995
Little Criminals,crime,1995
Living in Oblivion,drama,1995
Lord of Illusions,horror,1995
Losing Isaiah,drama,1995
Love Letter,"drama, romance",1995
Maborosi,"drama, mystery",1995
Mad Dogs and Englishmen,thriller,1995
Major Payne,comedy,1995
Mallrats,comedy,1995
Man of the House,comedy,1995
Margaret's Museum,drama,1995
Miami Rhapsody,comedy,1995
Mighty Aphrodite,comedy,1995
Money Train,action,1995
Moonlight and Valentino,"comedy, drama",1995
Mr. Holland's Opus,drama,1995
My Family,drama,1995
Naseem,drama,1995
National Lampoon's Senior Trip,comedy,1995
Never Talk to Strangers,thriller,1995
Nishana,"drama, family",1995
Nothing Personal,drama,1995
Now and Then,comedy,1995
Othello,drama,1995
Outbreak,drama,1995
Palookaville,comedy,1995
Panther,drama,1995
Parallel Sons,drama,1995
Payback,action,1995
Persuasion,drama,1995
Postman,drama,1995
Powder,drama,1995
Problem Child 3: Junior in Love,comedy,1995
Rain Clouds over Wushan,drama,1995
Restoration,drama,1995
Rob Roy,adventure,1995
Rock Dancer,musical,1995
Roommates,comedy,1995
Safe,drama,1995
Sauda,romance,1995
Sense and Sensibility,drama,1995
Seven,thriller,1995
Shopner Thikana,romance,1995
Showgirls,drama,1995
Sister My Sister,drama,1995
Sixty Million Dollar Man,comedy,1995
Slam Dunk Ernest,comedy,1995
Sleepstalker,horror,1995
Smoke,drama,1995
Soldier Boyz,action,1995
Soul Survivor,drama,1995
Species,"science fiction, thriller",1995
Stuart Saves His Family,comedy,1995
Sudden Death,action,1995
Tank Girl,action,1995
The Addiction,horror,1995
The Big Green,comedy,1995
The Brady Bunch Movie,comedy,1995
The Bridges of Madison County,drama,1995
The Brothers McMullen,"comedy, drama",1995
The Crossing Guard,drama,1995
The Cure,comedy,1995
The Glass Shield,drama,1995
The Great Mom Swap,comedy,1995
The Hills Have Eyes III,horror,1995
The Immortals,drama,1995
The Jerky Boys: The Movie,comedy,1995
The Mangler,horror,1995
The Nature of the Beast,horror,1995
The Passion of Darkly Noon,drama,1995
The Power Within,drama,1995
The Quick and the Dead,western,1995
The Stars Fell on Henrietta,drama,1995
The Surrogate,drama,1995
The Tie That Binds,thriller,1995
Theodore Rex,comedy,1995
"To Wong Foo, Thanks for Everything! Julie Newmar",comedy,1995
To the Limit,drama,1995
Tokyo Fist,"avant-garde, horror",1995
Tom and Huck,"comedy, family",1995
Tommy Boy,comedy,1995
Top Dog,comedy,1995
Two Bits,drama,1995
Two Deaths,drama,1995
Under Siege 2: Dark Territory,action,1995
Underneath,drama,1995
Vampire in Brooklyn,"comedy, horror",1995
Village of the Damned,horror,1995
Waiting to Exhale,drama,1995
Waterworld,"action, science fiction",1995
Welcome to the Dollhouse,drama,1995
When Night Is Falling,drama,1995
Whisper of the Heart,drama,1995
White Man's Burden,drama,1995
Wild Bill,western,1995
Wild Side,drama,1995
Without Evidence,drama,1995
101 Dalmatians,comedy,1996
2 Days in the Valley,"comedy, crime",1996
A Family Thing,comedy,1996
A Mother's Instinct,drama,1996
A Thin Line Between Love and Hate,comedy,1996
A Time to Kill,drama,1996
A Very Brady Sequel,comedy,1996
Aatank,action,1996
Agni Sakshi,"thriller, drama",1996
Amityville Dollhouse,horror,1996
Andersonville,drama,1996
Army,drama,1996
Back to Back,"action, drama",1996
Bad Moon,horror,1996
Bambai Ka Babu,"action, romance",1996
Barb Wire,"action, science fiction",1996
Basquiat,"biography, drama",1996
Bastard Out of Carolina,drama,1996
Bed of Roses,romance,1996
Before and After,"drama, thriller",1996
Bhishma,action,1996
Big Bully,comedy,1996
Big Night,drama,1996
Bio-Dome,comedy,1996
Bloodsport II: The Next Kumite,action,1996
Bottle Rocket,comedy,1996
Bound,thriller,1996
Boyfriends,drama,1996
Boys,drama,1996
Brassed Off,comedy,1996
Breaking the Waves,drama,1996
Bullet,drama,1996
Busted,comedy,1996
Butch Camp,comedy,1996
Cannes Man,drama,1996
Carnosaur 3: Primal Species,horror,1996
Carpool,comedy,1996
Carried Away,drama,1996
Celtic Pride,comedy,1996
Chhote Sarkar,drama,1996
Children of the Corn IV: The Gathering,horror,1996
Christmas Every Day,drama,1996
Citizen Ruth,"comedy, drama",1996
City Hall,drama,1996
Crimetime,thriller,1996
Dallas: J.R. Returns,drama,1996
Dastak,thriller,1996
Deadly Outbreak,action,1996
Dear God,comedy,1996
Demolition High,action,1996
Diabolique,thriller,1996
Different for Girls,comedy,1996
Dil Tera Deewana,"romance, thriller",1996
Diljale,action,1996
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,comedy,1996
Don't Look Up,horror,1996
Dorf on the Diamond,comedy,1996
Down Periscope,comedy,1996
Dunston Checks In,comedy,1996
Dushman Duniya Ka,drama,1996
Ed,comedy,1996
Eddie,comedy,1996
Ek Anari Do Khiladi,"action, romance, drama",1996
Element of Doubt,thriller,1996
English Babu Desi Mem,romance,1996
Eraser,action,1996
Escape from L.A.,action,1996
Evita,musical,1996
Executive Decision,action,1996
Extreme Measures,thriller,1996
Eye for an Eye,thriller,1996
Faithful,comedy,1996
Fareb,thriller,1996
Feeling Minnesota,drama,1996
Fire,drama,1996
First Kid,comedy,1996
Fled,crime,1996
Flirting with Disaster,comedy,1996
Freeway,drama,1996
Frequent Flyer,drama,1996
From Dusk Till Dawn,horror,1996
Generation X,action,1996
Get on the Bus,drama,1996
Getting Away with Murder,comedy,1996
Ghatak,"action, romance",1996
Girl 6,drama,1996
Gotti,"biogtaphy, crime, drama",1996
Grace of My Heart,drama,1996
Hahakaar,"action, crime, drama",1996
Hamlet,drama,1996
Happy Gilmore,comedy,1996
Hard Eight,drama,1996
Hellraiser: Bloodline,horror,1996
High School High,comedy,1996
Hollow Point,action,1996
Hotel de Love,comedy,1996
House Arrest,comedy,1996
"I Love You, I Love You Not",drama,1996
I Shot Andy Warhol,drama,1996
I'm Not Rappaport,drama,1996
Idiot Box,drama,1996
If These Walls Could Talk,drama,1996
Irma Vep,drama,1996
It's My Party,drama,1996
Jaan,"action, romance",1996
Jack,"comedy, drama",1996
Jake's Women,comedy,1996
Jerry Maguire,"comedy, drama",1996
Jingle All the Way,"comedy, family",1996
Joe's Apartment,comedy,1996
Johns,drama,1996
Jude,drama,1996
Kama Sutra: A Tale of Love,drama,1996
Kansas City,drama,1996
Khamoshi: The Musical,"social, romance",1996
Khiladiyon Ka Khiladi,action,1996
Killer: A Journal of Murder,drama,1996
Kingpin,comedy,1996
Kissed,drama,1996
Kounterfeit,thriller,1996
Krishna,"romance, action",1996
Larger Than Life,comedy,1996
Last Dance,drama,1996
Last Man Standing,drama,1996
Lewis and Clark and George,drama,1996
Listen,thriller,1996
Little Witches,horror,1996
Love Is All There Is,comedy,1996
Maachis,"crime, war",1996
Mafia,action,1996
Magenta,drama,1996
Majhdhaar,drama,1996
Marvin's Room,drama,1996
Mary Reilly,drama,1996
Maximum Risk,action,1996
Memory Run,action,1996
Mission: Impossible,action,1996
Mojave Moon,drama,1996
Moll Flanders,drama,1996
Mother,comedy,1996
Mother Night,drama,1996
Mr. Bechara,"comedy, drama",1996
Mr. Wrong,comedy,1996
Mrs. Winterbourne,drama,1996
Multiplicity,comedy,1996
My Fellow Americans,comedy,1996
Mystery Science Theater 3000: The Movie,"comedy, science fiction",1996
Naked Blood,horror,1996
Organ,horror,1996
Original Gangstas,drama,1996
"Our Son, the Matchmaker",comedy,1996
Pandora's Clock,thriller,1996
Parklands,drama,1996
Phat Beach,comedy,1996
Phenomenon,drama,1996
Pinocchio's Revenge,horror,1996
Poison Ivy II: Lily,thriller,1996
Race the Sun,drama,1996
Raja Hindustani,romance,1996
Raja Ki Aayegi Baraat,drama,1996
Rakshak,action,1996
Rasputin: Dark Servant of Destiny,drama,1996
Return of Jewel Thief,crime,1996
Riders of the Purple Sage,western,1996
Saajan Chale Sasural,"comedy, romance",1996
Sanshodhan,drama,1996
Santa Claws,horror,1996
Santa with Muscles,"action, comedy",1996
Sapoot,"romance, action, drama",1996
Sardari Begum,drama,1996
Scream,"horror, slasher",1996
Secrets & Lies,drama,1996
Set It Off,drama,1996
Sgt. Bilko,comedy,1996
Shastra,action,1996
She Cried No,drama,1996
Silent Trigger,drama,1996
Skin & Bone,drama,1996
Sleepers,drama,1996
Sling Blade,drama,1996
Small Faces,drama,1996
Snowboard Academy,comedy,1996
Spy Hard,comedy,1996
Stealing Beauty,drama,1996
Stella Does Tricks,drama,1996
Striptease,comedy,1996
Sunset Park,drama,1996
Supermarket Woman,comedy,1996
Susie Q,drama,1996
Swingers,comedy,1996
Talk to Me,drama,1996
That Thing You Do!,"drama, musical",1996
The Associate,comedy,1996
The Birdcage,comedy,1996
The Boys Next Door,drama,1996
The Cable Guy,comedy,1996
The Chamber,drama,1996
The Cherokee Kid,drama,1996
The Crow: City of Angels,action,1996
The Crucible,drama,1996
The Daytrippers,drama,1996
The Empty Mirror,drama,1996
The English Patient,drama,1996
The Evening Star,drama,1996
The Face,drama,1996
The First Wives Club,comedy,1996
The Frighteners,horror,1996
The Funeral,drama,1996
The Ghost and the Darkness,adventure,1996
The Glimmer Man,action,1996
The Great White Hype,comedy,1996
The Last Days of Frankie the Fly,crime,1996
The Leading Man,thriller,1996
The Long Kiss Goodnight,action,1996
The Man Who Captured Eichmann,drama,1996
The Mirror Has Two Faces,romance,1996
The Pallbearer,comedy,1996
The Pillow Book,drama,1996
The Pompatus of Love,comedy,1996
The Portrait of a Lady,drama,1996
The Quest,action,1996
The Quiet Room,drama,1996
The Rich Man's Wife,drama,1996
The Rock,action,1996
The Spitfire Grill,drama,1996
The Stupids,comedy,1996
The Substitute,drama,1996
The Sunchaser,drama,1996
The Toilers and the Wayfarers,drama,1996
The Trigger Effect,drama,1996
The Truth About Cats & Dogs,comedy,1996
The War at Home,drama,1996
The Watermelon Woman,drama,1996
The Winner,drama,1996
Thinner,horror,1996
To Brave Alaska,"adventure, drama",1996
To Gillian on Her 37th Birthday,drama,1996
"To Sir, with Love II",drama,1996
Toad Warrior,"action, sci-fi",1996
Tornado!,action,1996
Trainspotting,drama,1996
Trees Lounge,drama,1996
Tremors 2: Aftershocks,horror,1996
Trilogy of Terror II,horror,1996
Tromeo and Juliet,drama,1996
Tu Chor Main Sipahi,"comedy, drama",1996
Twelfth Night,comedy,1996
Twisted Desire,drama,1996
Unforgettable,drama,1996
Unhook the Stars,drama,1996
Up Close & Personal,drama,1996
Victory,drama,1996
Walking and Talking,drama,1996
Werewolf,horror,1996
White Squall,drama,1996
William Shakespeare's Romeo + Juliet,drama,1996
Windsor Protocol,drama,1996
Yodha,action,1996
97 Aces Go Places,comedy,1997
A Better Place,drama,1997
A River Made to Drown In,drama,1997
A Smile Like Yours,comedy,1997
A Thousand Acres,drama,1997
Aberration,horror,1997
Addicted to Love,comedy,1997
Aflatoon,action,1997
Afterglow,drama,1997
Against the Law,action,1997
Agnichakra,action,1997
Air Force One,thriller,1997
"All's Well, Ends Well 1997",comedy,1997
American Perfekt,drama,1997
Amistad,drama,1997
An Alan Smithee Film: Burn Hollywood Burn,comedy,1997
An American Werewolf in Paris,horror,1997
Anaconda,horror,1997
Aur Pyaar Ho Gaya,romance,1997
B*A*P*S,comedy,1997
Bean,comedy,1997
Below Utopia,thriller,1997
Bent,drama,1997
Best Men,comedy,1997
Beverly Hills Ninja,comedy,1997
Bhai,action,1997
Blackrock,drama,1997
Bloodsport III,action,1997
Bongwater,comedy,1997
Boogie Nights,drama,1997
Booty Call,comedy,1997
Breakdown,thriller,1997
Breast Men,drama,1997
Bring Me the Head of Mavis Davis,comedy,1997
Broadway Damage,comedy,1997
Buddy,drama,1997
Campfire Tales,horror,1997
Cannibal Rollerbabes,horror,1997
Career Girls,drama,1997
Casper: A Spirited Beginning,comedy,1997
Chasing Amy,comedy,1997
Chinese Box,drama,1997
City of Industry,drama,1997
Clockwatchers,comedy,1997
Colors of the Blind,drama,1997
Con Air,action,1997
Conspiracy Theory,thriller,1997
Coven,horror,1997
Crowned and Dangerous,thriller,1997
Cube,thriller,1997
Cure,thriller,1997
Daava,"action, comedy, romance",1997
Danger Zone,action,1997
Dangerous Ground,thriller,1997
Darklands,horror,1997
Daud,"romance, crime",1997
Deconstructing Harry,comedy,1997
Deewana Mastana,"romance, comedy",1997
Def Jam's How to Be a Player,comedy,1997
Defying Gravity,drama,1997
Demolition University,action,1997
Detective Conan: The Time-Bombed Skyscraper,crime,1997
Dhaal,action,1997
Dil To Pagal Hai,"comedy, drama, romance",1997
Dogtown,drama,1997
Double Team,action,1997
Dream with the Fishes,drama,1997
"Drive, She Said","drama, romance",1997
Eight Days a Week,comedy,1997
Eighteen Springs,drama,1997
Elvis Meets Nixon,comedy,1997
Ernest Goes to Africa,comedy,1997
Eve's Bayou,drama,1997
Excess Baggage,comedy,1997
Face/Off,action,1997
Fathers' Day,comedy,1997
Fierce Creatures,comedy,1997
Fitness Tour,comedy,1997
Flubber,"comedy, fantasy",1997
For Richer or Poorer,comedy,1997
G.I. Jane,action,1997
George of the Jungle,comedy,1997
Ghulam-E-Mustafa,"action, crime, drama",1997
Going All the Way,drama,1997
Gone Fishin',comedy,1997
Good Burger,comedy,1997
Good Will Hunting,drama,1997
Goodbye America,action,1997
Gridlock'd,"comedy, crime",1997
Grosse Pointe Blank,comedy,1997
Gudgudee,"musical, romance",1997
Gupt: The Hidden Truth,thriller,1997
Hacks,comedy,1997
Henry Fool,drama,1997
Highball,comedy,1997
Himalay Putra,"drama, romance",1997
Hoodlum,crime,1997
Hugo Pool,comedy,1997
Hurricane Streets,drama,1997
I Know What You Did Last Summer,horror,1997
I'm Bout It,drama,1997
In & Out,comedy,1997
In the Company of Men,comedy,1997
In the Gloaming,drama,1997
Insaaf,action,1997
Intensity,thriller,1997
Inventing the Abbotts,comedy,1997
Ishq,"romance, comedy",1997
Island of Greed,crime,1997
It's In the Water,drama,1997
Jeevan Yudh,"action, drama, family",1997
Judge Mujrim,action,1997
Judwaa,comedy,1997
Jungle 2 Jungle,comedy,1997
Keeping the Promise,"family, drama",1997
Keys to Tulsa,drama,1997
Kiss the Girls,"crime, thriller",1997
Kitchen Party,"comedy, drama",1997
Koyla,drama,1997
Krantikari,"action, crime, drama",1997
Last Stand at Saber River,western,1997
Lawn Dogs,drama,1997
Legend of the Wolf,action,1997
Leprechaun 4: In Space,horror,1997
Les Boys,comedy,1997
Liar Liar,comedy,1997
Love and Death on Long Island,drama,1997
Mahaanta,"action, drama",1997
Meet Wally Sparks,comedy,1997
Metro,action,1997
Metroland,comedy,1997
Mimic,horror,1997
Miss Evers' Boys,drama,1997
Money Talks,comedy,1997
Mortal Kombat: Annihilation,action,1997
Most Wanted,action,1997
Mrityudata,action,1997
Mrs Dalloway,drama,1997
Murder at 1600,thriller,1997
My Son the Fanatic,drama,1997
My Teacher Ate My Homework,comedy,1997
Nevada,drama,1997
Night of the Demons 3,horror,1997
Nil by Mouth,drama,1997
Nothing to Lose,comedy,1997
Nowhere,drama,1997
Office Killer,comedy,1997
On the 2nd Day of Christmas,drama,1997
Once Upon a Time in China and America,action,1997
One Eight Seven,thriller,1997
One Night Stand,drama,1997
Orgazmo,comedy,1997
Oscar and Lucinda,drama,1997
Out to Sea,comedy,1997
Perfect Body,drama,1997
Picture Perfect,romance,1997
Playing God,drama,1997
Prefontaine,"biography, drama",1997
Princess Mononoke,"fantasy, adventure",1997
Qahar,action,1997
Quicksilver Highway,drama,1997
Quiet Days in Hollywood,drama,1997
Red Corner,thriller,1997
Road to Nhill,comedy,1997
RocketMan,comedy,1997
Romy and Michele's High School Reunion,comedy,1997
Rosewood,drama,1997
Rough Riders,drama,1997
Sanam,romance,1997
Sapnay,romance,1997
Scream 2,horror,1997
Seven Years in Tibet,drama,1997
Shadow Conspiracy,drama,1997
She's So Lovely,drama,1997
Shooting Fish,comedy,1997
Shrieker,horror,1997
Six Ways to Sunday,drama,1997
Snow White: A Tale of Terror,horror,1997
Soul Food,"comedy, drama",1997
Spawn,horror,1997
Speed 2: Cruise Control,action,1997
Spiceworld: The Movie,comedy,1997
Sprung,comedy,1997
Steel,action,1997
Suicide Kings,drama,1997
Swept from the Sea,drama,1997
Switchback,thriller,1997
Taraazu,action,1997
Telling Lies in America,drama,1997
That Old Feeling,comedy,1997
The Apostle,drama,1997
The Assignment,drama,1997
The Beautician and the Beast,comedy,1997
The Boxer,drama,1997
The Boys Club,drama,1997
The Castle,comedy,1997
The Devil's Advocate,thriller,1997
The Edge,thriller,1997
The Full Monty,comedy,1997
The Hanging Garden,drama,1997
The House of Yes,comedy,1997
The Ice Storm,drama,1997
The Informant,drama,1997
The Jackal,thriller,1997
The Last Time I Committed Suicide,drama,1997
The Man Who Knew Too Little,comedy,1997
The Myth of Fingerprints,drama,1997
The Night Flier,horror,1997
The Odyssey,adventure,1997
The Peacemaker,action,1997
The Relic,horror,1997
The Saint,thriller,1997
The Serpent's Kiss,drama,1997
The Spanish Prisoner,drama,1997
The Twilight of the Golds,drama,1997
The Wings of the Dove,drama,1997
The Winter Guest,drama,1997
The Woodlanders,drama,1997
"This World, Then the Fireworks",drama,1997
Touch,comedy,1997
Tower of Terror,horror,1997
Trial and Error,comedy,1997
Trojan War,comedy,1997
"Truth or Consequences, N.M.",drama,1997
Turbulence,action,1997
U Turn,"thriller, comedy",1997
Under the Lighthouse Dancing,drama,1997
Vegas Vacation,comedy,1997
Velocity Trap,action,1997
Wag the Dog,comedy,1997
Washington Square,drama,1997
Weapons of Mass Distraction,comedy,1997
Welcome to Sarajevo,drama,1997
Welcome to Woop Woop,comedy,1997
What the Deaf Man Heard,drama,1997
Wild America,adventure,1997
Wishmaster,horror,1997
Yes Boss,"comedy, romance",1997
…First Do No Harm,drama,1997
2001: Do Hazaar Ek,"crime, drama, mystery",1998
54,drama,1998
A Bug's Life,comedy,1998
A Civil Action,drama,1998
A Night at the Roxbury,comedy,1998
A Perfect Murder,thriller,1998
A Price Above Rubies,drama,1998
A Simple Plan,drama,1998
Addams Family Reunion,comedy,1998
Almost Heroes,comedy,1998
Ambushed,thriller,1998
American History X,drama,1998
Among Giants,drama,1998
April Story,drama,1998
Apt Pupil,thriller,1998
Armageddon,drama,1998
August 32nd on Earth (Un 32 août sur terre),drama,1998
Aunty No. 1,comedy,1998
B. Monkey,drama,1998
BASEketball,comedy,1998
Bade Miyan Chote Miyan,comedy,1998
Basil,drama,1998
Belly,drama,1998
Beloved,drama,1998
Besieged,drama,1998
Billy's Hollywood Screen Kiss,comedy,1998
Black Dog,action,1998
Blade,horror,1998
Blues Brothers 2000,comedy,1998
